Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
147685,Medical,Freshman,3.665,13.89,Ideation,Intermediate,5,FALSE,,5,Strict_Ban,2,2.757,63.84,Medium
147686,Medical,Junior,3.194,11.31,Debugging/Troubleshooting,Beginner,2,FALSE,7.35,1,Allowed_With_Citation,5,3.015,49.14,Medium
147687,Medical,Senior,3.654,7.76,Copywriting/Drafting,Advanced,3,FALSE,14.64,4,Allowed_With_Disclosure,6,3.892,82.43,Medium
147688,Humanities,Junior,3.405,24.63,Debugging/Troubleshooting,Intermediate,2,TRUE,14.84,5,Strict_Ban,7,3.662,91.61,Low
147689,Humanities,Freshman,3.506,36.5,Ideation,Advanced,4,FALSE,10.15,2,Allowed_With_Disclosure,7,3.312,94.56,Medium
147690,Medical,Freshman,3.451,2.74,Summarizing_Reading,Beginner,4,FALSE,9.69,3,Allowed_With_Citation,7,3.429,87.25,Medium
147691,Medical,Junior,3.145,6.04,Ideation,Intermediate,1,TRUE,11.22,1,Strict_Ban,3,2.724,,High
147692,Humanities,Junior,3.055,3.43,Debugging/Troubleshooting,Intermediate,2,TRUE,13.2,3,Strict_Ban,3,3.836,59.91,Low
147693,Medical,Freshman,3.38,3.84,Ideation,Beginner,5,FALSE,10.32,5,Allowed_With_Citation,1,4,73.38,Medium
147694,STEM,Senior,3.479,,Debugging/Troubleshooting,Advanced,4,FALSE,14.96,2,Allowed_With_Citation,3,3.244,70.85,Medium
147695,STEM,Senior,3.197,,Summarizing_Reading,Intermediate,3,FALSE,6.65,1,Allowed_With_Citation,4,3.677,100,Medium
147696,Humanities,Senior,3.511,8.94,Copywriting/Drafting,Intermediate,5,FALSE,15.16,5,Allowed_With_Disclosure,8,3.106,82.51,Low
147697,STEM,Sophomore,2.905,9.21,Summarizing_Reading,Intermediate,4,TRUE,10.53,2,Strict_Ban,2,3.009,93.35,Low
147698,Business,Sophomore,3.302,39.99,Summarizing_Reading,Beginner,5,TRUE,9.38,1,Strict_Ban,1,3.548,92.57,Medium
147699,Medical,Sophomore,3.658,6.62,Ideation,Intermediate,5,FALSE,9.73,1,Allowed_With_Disclosure,2,2.82,92.31,Medium
147700,Business,Junior,3.302,8.52,Summarizing_Reading,Beginner,3,FALSE,14.41,3,Allowed_With_Citation,3,2.988,71.99,High
147701,Business,Sophomore,3.155,8.22,Ideation,Advanced,5,FALSE,18.91,3,Strict_Ban,4,3.621,94.1,Medium
147702,Business,Junior,3.564,20.82,Debugging/Troubleshooting,Advanced,4,FALSE,15.48,2,Allowed_With_Disclosure,2,3.005,76.46,High
147703,STEM,Senior,3.831,7.81,COPYWRITING/DRAFTING,Beginner,1,FALSE,13.95,2,Strict_Ban,4,3.05,70.04,Medium
147704,Medical,Freshman,3.438,3.98,Debugging/Troubleshooting,Advanced,2,FALSE,19.08,2,Allowed_With_Citation,8,3.03,84.16,High
147705,Medical,Sophomore,2.568,22.47,Debugging/Troubleshooting,Beginner,5,FALSE,11.03,1,Allowed_With_Citation,9,3.6,79.21,Medium
147706,Humanities,Freshman,2.893,7.94,Debugging/Troubleshooting,Advanced,1,FALSE,21.06,3,Allowed_With_Citation,6,3.657,73.63,Medium
147707,Business,Sophomore,3.608,4.39,Summarizing_Reading,,5,TRUE,10.03,3,Allowed_With_Disclosure,10,3.305,74.06,Medium
147708,STEM,Sophomore,3.01,29.41,Copywriting/Drafting,Intermediate,5,TRUE,11.7,4,Strict_Ban,9,2.668,89.56,Medium
147709,Business,Freshman,3.235,7.29,Ideation,Advanced,2,TRUE,15.1,4,Strict_Ban,9,2.593,92.44,Medium
147710,Business,Senior,2.995,1.73,Ideation,Advanced,4,FALSE,16.77,4,Strict_Ban,4,3.756,70.48,Low
147711,Medical,Senior,3.548,6.86,Summarizing_Reading,Advanced,4,FALSE,15.45,2,Strict_Ban,9,3.271,73.28,Low
147712,Humanities,Senior,3.412,3.63,Ideation,Intermediate,1,TRUE,18.63,5,Strict_Ban,9,3.576,90.73,Low
147713,STEM,Freshman,2.947,8.5,Copywriting/Drafting,Advanced,5,FALSE,19.5,4,Strict_Ban,8,3.193,65.57,Medium
147714,Medical,Junior,3.543,25.19,Summarizing_Reading,Beginner,1,FALSE,12.48,3,Allowed_With_Citation,1,2.9,74.59,Low
147715,Business,Freshman,3.566,11.29,Ideation,Beginner,2,FALSE,8.51,5,Allowed_With_Citation,4,3.741,79.34,Low
147716,MEDICAL,Junior,3.44,13.12,Ideation,Intermediate,3,TRUE,12.09,4,Allowed_With_Citation,10,3.655,72.22,Medium
147717,Business,Senior,3.297,15.64,Copywriting/Drafting,Beginner,4,FALSE,11.43,2,Strict_Ban,2,3.659,62.78,Low
147718,STEM,Junior,4,5.03,Debugging/Troubleshooting,Advanced,5,FALSE,14.47,4,Allowed_With_Citation,7,2.985,100,High
147719,Medical,Senior,2.636,14.53,Summarizing_Reading,Advanced,3,FALSE,2.39,3,Allowed_With_Citation,10,3.138,51.37,Low
147720,Medical,Senior,3.086,16.82,Copywriting/Drafting,Intermediate,1,FALSE,,1,Allowed_With_Citation,6,3.235,91.16,High
147721,Medical,Senior,3.203,13.51,Debugging/Troubleshooting,Intermediate,3,TRUE,12.45,3,Strict_Ban,10,3.554,60.13,Medium
147722,Medical,Senior,3.709,1.19,Copywriting/Drafting,Intermediate,1,FALSE,15.48,3,Strict_Ban,2,3.013,89.37,High
147723,Medical,Freshman,3.097,6.32,Debugging/Troubleshooting,,5,FALSE,8.46,4,Allowed_With_Citation,1,3.179,69.23,Low
147724,STEM,Sophomore,3.66,2.89,Debugging/Troubleshooting,Beginner,5,FALSE,17.22,5,Allowed_With_Disclosure,4,3.021,72.37,Low
147725,Humanities,Sophomore,2.975,36.64,Debugging/Troubleshooting,Intermediate,3,FALSE,13.33,1,Allowed_With_Disclosure,3,3.701,89.72,Medium
147726,STEM,Sophomore,3.39,3.42,Ideation,Intermediate,2,TRUE,5.23,3,Strict_Ban,4,3.529,82.92,Medium
147727,Medical,Freshman,3.554,19.4,Summarizing_Reading,Intermediate,1,FALSE,9.38,1,Allowed_With_Disclosure,3,3.851,85.72,Medium
147728,Business,Senior,2.961,7.23,Summarizing_Reading,Beginner,2,FALSE,15.22,5,Allowed_With_Disclosure,10,2.71,77.39,Medium
147729,Business,Senior,3.517,8.29,Copywriting/Drafting,Intermediate,4,FALSE,14.35,2,Allowed_With_Disclosure,8,3.199,89.56,Low
147730,Medical,Senior,3.783,11.78,Debugging/Troubleshooting,Beginner,2,FALSE,8.55,1,Allowed_With_Disclosure,8,3.884,95.67,High
147731,Humanities,Sophomore,3.17,18.91,Ideation,Advanced,5,FALSE,10.78,2,Allowed_With_Citation,5,3.424,61.52,Low
147732,Medical,Senior,2.816,1.44,Summarizing_Reading,Intermediate,1,FALSE,10.42,5,Allowed_With_Citation,5,3.108,62.47,Low
147733,STEM,Junior,3.087,4.34,IDEATION,Beginner,1,TRUE,12.14,2,Allowed_With_Citation,8,3.694,70.05,High
147734,Humanities,Freshman,,14.29,Copywriting/Drafting,Intermediate,5,FALSE,9.74,3,Allowed_With_Disclosure,7,3.051,56.78,High
147735,Humanities,Senior,3.595,15.41,Debugging/Troubleshooting,Beginner,5,FALSE,14.36,4,Allowed_With_Citation,3,2.088,73.82,High
147736,STEM,Senior,2.852,9.64,Copywriting/Drafting,Beginner,3,FALSE,11.25,5,Strict_Ban,1,3.326,63.41,High
147737,Humanities,Senior,,6.6,Debugging/Troubleshooting,Beginner,1,TRUE,9.89,5,Strict_Ban,10,3.434,54.43,Medium
147738,Medical,Junior,3.435,33.97,Debugging/Troubleshooting,Advanced,1,FALSE,5.48,5,Strict_Ban,2,2.876,54.36,Low
147739,MEDICAL,Senior,,11.36,Ideation,Beginner,4,FALSE,7.46,2,Allowed_With_Citation,8,3.279,73.16,Low
147740,Business,Sophomore,3.694,5.84,Debugging/Troubleshooting,Advanced,2,FALSE,9.24,5,Strict_Ban,7,3.245,74.98,Low
147741,STEM,Senior,3.317,22.22,Ideation,Intermediate,4,TRUE,10.26,4,Allowed_With_Citation,1,3.571,68.91,Medium
147742,Humanities,Sophomore,2.987,2.53,Debugging/Troubleshooting,Beginner,2,FALSE,11.77,5,Strict_Ban,3,3.283,85.31,Medium
147743,Humanities,Sophomore,3.186,14.83,Ideation,Advanced,3,TRUE,14.42,3,Strict_Ban,3,2.838,33.93,Low
147744,Humanities,Senior,3.228,2.95,Ideation,Intermediate,4,TRUE,12.82,3,Strict_Ban,3,3.798,54.46,Medium
147745,Medical,Junior,3.009,8.29,Summarizing_Reading,Intermediate,5,FALSE,14.42,5,Strict_Ban,10,4,69.5,High
147746,STEM,Sophomore,2.626,,Ideation,Beginner,3,FALSE,11.14,1,Allowed_With_Disclosure,7,2.556,,High
147747,Medical,Senior,3.253,3.72,Copywriting/Drafting,Advanced,3,FALSE,18.79,4,Allowed_With_Citation,4,3.583,100,Medium
147748,Humanities,Senior,3.303,8.32,Copywriting/Drafting,Intermediate,5,FALSE,7.52,3,Allowed_With_Citation,2,3.372,87.89,High
147749,Medical,Junior,3.185,9.05,Summarizing_Reading,Advanced,4,TRUE,,3,Strict_Ban,10,3.88,76.14,Medium
147750,Humanities,Senior,3.222,10.72,Ideation,Beginner,1,TRUE,9.91,3,Allowed_With_Disclosure,9,2.898,85.28,Medium
147751,Humanities, Freshman ,2.843,18.15,Copywriting/Drafting,Advanced,3,FALSE,16.99,4,Allowed_With_Disclosure,9,2.975,129.3777255,Low
147752,Medical,Freshman,2.242,6.13,Ideation,Beginner,4,FALSE,9.51,3,Allowed_With_Citation,9,3.251,74.17,High
147753,Humanities,Freshman,3.098,13.47,Summarizing_Reading,Intermediate,4,TRUE,12.02,3,Strict_Ban,2,2.96,61.27,Low
147754,Medical,Senior,2.666,9,Summarizing_Reading,Intermediate,4,FALSE,14.61,5,Allowed_With_Disclosure,7,3.372,90.54,Medium
147755,Business,Sophomore,3.347,9.66,Summarizing_Reading,Intermediate,4,TRUE,11.45,2,Allowed_With_Disclosure,10,2.318,91.92,Low
147756,Medical,Junior,2.772,23.14,Ideation,,1,FALSE,22.39,2,Allowed_With_Citation,1,3.891,71.55,Medium
147757,Business,Senior,3.183,7.55,Ideation,Advanced,1,FALSE,17.34,3,Strict_Ban,8,3.421,97.62,Medium
147758,Business,Sophomore,3.082,8.15,Debugging/Troubleshooting,Advanced,1,FALSE,18.28,1,Strict_Ban,1,3.563,66.9,High
147759,MEDICAL,Senior,2.905,3.8,Ideation,Intermediate,4,FALSE,15.39,3,Strict_Ban,7,3.502,81.3,High
147760,STEM,Freshman,3.601,2.37,Debugging/Troubleshooting,Beginner,5,TRUE,6.99,1,Strict_Ban,2,4,97.12,Low
147761,STEM,Freshman,2.746,8.08,Copywriting/Drafting,Beginner,4,FALSE,13.59,5,Strict_Ban,1,3.981,76.62,Medium
147762,Medical,Sophomore,2.258,9.86,Ideation,Beginner,1,TRUE,17.64,3,Allowed_With_Citation,9,2.597,86.74,High
147763,Medical,Sophomore,2.712,6.94,Summarizing_Reading,Intermediate,4,TRUE,5.35,2,Allowed_With_Citation,6,3.163,89.25,High
147764,Humanities,Sophomore,3.811,1.71,Debugging/Troubleshooting,Intermediate,1,TRUE,11.45,5,Allowed_With_Disclosure,9,3.409,81.85,Low
147765,Humanities,Junior,3.092,5.55,Ideation,Intermediate,1,FALSE,10.66,5,Allowed_With_Disclosure,6,3.027,69.37,Medium
147766,Medical,Sophomore,3.634,10.68,Summarizing_Reading,Intermediate,5,FALSE,13.17,3,Strict_Ban,2,2.845,76.63,Low
147767,STEM,Freshman,3.194,7.24,Copywriting/Drafting,Beginner,3,FALSE,14.86,5,Allowed_With_Citation,6,3.068,63.59,Medium
147768,Humanities,Freshman,3.681,4.3,Copywriting/Drafting,Advanced,5,FALSE,12.38,3,Allowed_With_Disclosure,1,3.827,89.66,Low
147769,Humanities,Junior,2.871,11.72,Ideation,Beginner,3,FALSE,13.07,3,Strict_Ban,1,2.554,76.37,Low
147770,STEM,Senior,3.314,5.03,Copywriting/Drafting,,2,FALSE,9.97,3,Allowed_With_Disclosure,3,2.952,83.42,Low
147771,Medical,Sophomore,3.519,14.38,Debugging/Troubleshooting,Intermediate,2,TRUE,6.43,3,Allowed_With_Citation,3,3.315,52.48,Low
147772,STEM,Junior,2.693,7.08,Copywriting/Drafting,Beginner,1,FALSE,13.37,5,Allowed_With_Disclosure,10,3.28,90.66,High
147773,BUSINESS,Senior,2.788,7.71,Copywriting/Drafting,,1,FALSE,13.79,1,Strict_Ban,6,3.403,78.53,Low
147774,Humanities,Senior,3.1,10.9,Copywriting/Drafting,Beginner,5,FALSE,8.15,3,Allowed_With_Disclosure,8,3.529,44.82,Low
147775,Humanities,Sophomore,3.391,17.25,Copywriting/Drafting,Beginner,3,FALSE,6.94,1,Allowed_With_Citation,4,3.696,88.8,High
147776,Humanities,Freshman,2.883,9.48,Ideation,Beginner,5,FALSE,12.57,5,Allowed_With_Citation,1,3.585,88.56,Low
147777,STEM,Sophomore,3.656,2.95,Ideation,Intermediate,4,TRUE,12.8,3,Strict_Ban,5,3.214,78.09,High
147778,STEM,Sophomore,3.581,10.64,Summarizing_Reading,Intermediate,4,FALSE,15.59,1,Allowed_With_Disclosure,6,2.675,97.22,Low
147779,Medical,Freshman,3.175,12.57,Summarizing_Reading,Beginner,4,FALSE,13.13,3,Strict_Ban,4,3.367,100,Low
147780,Humanities,Freshman,3.379,3.53,Summarizing_Reading,Beginner,2,FALSE,14.77,4,Allowed_With_Disclosure,8,2.802,60.74,Low
147781,Business,Freshman,3.492,15.73,Debugging/Troubleshooting,Intermediate,5,FALSE,17.01,4,Allowed_With_Citation,5,3.197,98.52,Medium
147782,Medical,Senior,3.541,3.54,Debugging/Troubleshooting,Advanced,5,FALSE,7.33,2,Allowed_With_Citation,1,3.227,71.26,Low
147783,STEM,Senior,3.401,5.71,DEBUGGING/TROUBLESHOOTING,Intermediate,5,FALSE,3.99,1,Allowed_With_Citation,3,3.323,51.63,Low
147784,Business,Sophomore,2.967,20.26,Debugging/Troubleshooting,Beginner,4,FALSE,13.52,4,Strict_Ban,5,3.244,41.93,Medium
147785,Medical,Junior,2.541,34.59,Summarizing_Reading,Intermediate,4,FALSE,11.95,4,Strict_Ban,9,3.168,79.1,Medium
147786,STEM,Sophomore,3.264,5.63,Copywriting/Drafting,Advanced,2,FALSE,8.92,2,Allowed_With_Disclosure,6,3.111,73.58,High
147787,Business,Junior,3.699,2.21,Summarizing_Reading,Intermediate,5,TRUE,13.02,1,Allowed_With_Citation,1,3.286,53.62,Medium
147788,Medical,Sophomore,3.732,12.85,Copywriting/Drafting,Intermediate,1,FALSE,13.19,3,Allowed_With_Disclosure,10,4,74.68,Medium
147789,Business,Sophomore,3.328,16.12,Copywriting/Drafting,Beginner,1,TRUE,6.75,4,Allowed_With_Disclosure,8,3.008,75.89,Low
147790,STEM,Sophomore,3.018,29.37,Summarizing_Reading,Intermediate,4,FALSE,15.93,2,Strict_Ban,1,3.817,77.32,Low
147791,Medical,Senior,3.569,11.46,Debugging/Troubleshooting,Beginner,4,FALSE,6.27,1,Allowed_With_Citation,3,3.837,91.42,Medium
147792,STEM,Sophomore,2.761,8.22,Debugging/Troubleshooting,Beginner,2,FALSE,10.87,1,Allowed_With_Citation,2,3.465,99.26,Low
147793,Humanities,Junior,2.953,4.26,Debugging/Troubleshooting,Beginner,3,FALSE,5.94,2,Strict_Ban,4,2.475,86.19,Low
147794,HUMANITIES,Senior,2.627,4.62,Copywriting/Drafting,Intermediate,1,TRUE,9.91,2,Allowed_With_Disclosure,9,3.554,51.15,Medium
147795,Business,Sophomore,3.599,4.88,Summarizing_Reading,Intermediate,2,FALSE,14.53,2,Strict_Ban,3,3.345,48.88,Low
147796,Humanities,Freshman,2.545,5.01,Copywriting/Drafting,Beginner,1,FALSE,9.59,4,Strict_Ban,1,3.005,97.68,Medium
147797,STEM,Senior,,,Ideation,Intermediate,3,FALSE,13.63,1,Allowed_With_Disclosure,9,3.385,88.51,Medium
147798,Business,Freshman,4,8.84,Summarizing_Reading,Advanced,4,FALSE,5.94,1,Strict_Ban,9,4,68.55,Low
147799,Medical,Sophomore,3.361,10.17,Copywriting/Drafting,Intermediate,1,FALSE,7.88,4,Allowed_With_Disclosure,4,2.919,58.86,High
147800,STEM,Junior,2.812,10.01,DEBUGGING/TROUBLESHOOTING,Beginner,3,FALSE,13.56,3,Allowed_With_Citation,5,2.974,91.53,Low
147801,Medical,Freshman,3.033,14.31,Summarizing_Reading,Intermediate,3,FALSE,14.89,1,Allowed_With_Citation,7,4,72.79,Low
147802,Medical,Freshman,2.596,30.56,Copywriting/Drafting,Intermediate,4,FALSE,5.88,5,Allowed_With_Disclosure,2,3.119,88.81,Low
147803,Medical,Senior,2.842,4.2,Copywriting/Drafting,Beginner,1,FALSE,17.9,2,Strict_Ban,3,3.811,80.03,Low
147804,Medical,Freshman,2.914,5.28,Summarizing_Reading,Beginner,4,FALSE,15.52,1,Allowed_With_Citation,8,3.033,49.98,Low
147805,STEM,Sophomore,2.867,15.92,Summarizing_Reading,Advanced,4,FALSE,8.13,4,Allowed_With_Disclosure,1,3.076,73.68,Low
147806,Humanities,Senior,3.255,14.94,Copywriting/Drafting,,2,FALSE,14.78,3,Allowed_With_Disclosure,7,3.365,86.6,High
147807,STEM,Freshman,2.088,15.89,Debugging/Troubleshooting,Beginner,5,TRUE,14.51,2,Allowed_With_Disclosure,4,3.053,84.42,High
147808,Humanities,Junior,2.703,2.78,Ideation,Beginner,4,TRUE,14.61,5,Strict_Ban,2,3.34,100,Low
147809,Medical,Senior,3.43,,Ideation,Beginner,3,TRUE,11.16,5,Strict_Ban,1,3.588,79.51,High
147810,Humanities,Junior,4,5.89,Summarizing_Reading,Beginner,2,FALSE,5.6,3,Allowed_With_Disclosure,10,3.898,80.06,Medium
147811,Medical,Junior,3.372,1.13,Summarizing_Reading,Advanced,4,TRUE,9.2,2,Allowed_With_Disclosure,5,3.533,85.75,Low
147812,Business,Senior,2.865,1.84,Summarizing_Reading,Beginner,1,FALSE,3.92,5,Strict_Ban,9,3.181,91.78,High
147813,Medical,Freshman,3.54,25.32,Debugging/Troubleshooting,Intermediate,3,FALSE,9.09,5,Allowed_With_Citation,2,4,100,Medium
147814,Humanities,Freshman,3.637,21.92,Copywriting/Drafting,Intermediate,4,FALSE,14.12,1,Strict_Ban,1,3.181,77.59,Low
147815,Business,Junior,2.899,12.87,Summarizing_Reading,Intermediate,2,TRUE,7.61,2,Strict_Ban,7,2.846,70.76,Medium
147816,Business,Freshman,2.856,,Debugging/Troubleshooting,Intermediate,1,FALSE,14.69,2,Strict_Ban,10,3.17,55.36,Low
147817,Medical,Senior,3.845,13.75,Ideation,Advanced,5,FALSE,9.28,4,Allowed_With_Disclosure,4,2.713,71.23,Medium
147818,STEM,Junior,2.768,7.34,Debugging/Troubleshooting,Intermediate,2,FALSE,9.53,3,Allowed_With_Citation,2,3.293,55.34,Low
147819,Humanities,Sophomore,3.901,7.93,Copywriting/Drafting,Beginner,4,TRUE,12.64,3,Allowed_With_Disclosure,7,3.856,71.55,High
147820,Business,Sophomore,3.425,2.78,Debugging/Troubleshooting,Beginner,4,FALSE,16.53,3,Allowed_With_Disclosure,2,3.966,61.41,Low
147821,STEM,Sophomore,3.714,6.48,Ideation,Beginner,4,TRUE,13.45,1,Strict_Ban,8,4,60.17,Low
147822,Medical,Freshman,3.605,17.13,Summarizing_Reading,Intermediate,5,FALSE,12.28,3,Allowed_With_Disclosure,8,3.797,74.07,Low
147823,Medical,Sophomore,3.618,2.97,Summarizing_Reading,Intermediate,2,TRUE,4.06,5,Allowed_With_Disclosure,9,3.321,90.04,High
147824,Medical,Sophomore,2.742,10.72,Ideation,Beginner,2,FALSE,15.23,1,Allowed_With_Citation,7,3.578,63.75,Medium
147825,Medical,Junior,3.49,32.51,Debugging/Troubleshooting,Beginner,5,FALSE,7.96,5,Allowed_With_Citation,1,3.243,70.92,High
147826,Humanities,Senior,3.708,,Summarizing_Reading,Advanced,4,FALSE,12.15,1,Allowed_With_Citation,5,2.478,,Low
147827,Business,Junior,3.104,5.26,Copywriting/Drafting,Advanced,3,FALSE,12.2,5,Strict_Ban,3,3.277,88.12,Medium
147828,Humanities,Junior,2.405,15.23,Summarizing_Reading,Intermediate,4,FALSE,9.22,1,Strict_Ban,10,3.004,64.45,High
147829,BUSINESS,Sophomore,2.676,3.46,Copywriting/Drafting,Beginner,4,TRUE,9.46,3,Allowed_With_Disclosure,2,3.217,70.24,Medium
147830,STEM,Junior,2.569,5.37,Copywriting/Drafting,Beginner,2,TRUE,10.36,4,Strict_Ban,3,3.098,60.17,Medium
147831,STEM,Sophomore,3.047,10.11,Ideation,Intermediate,1,TRUE,10.35,1,Strict_Ban,1,3.918,62.16,Medium
147832,Business,Freshman,2.64,7.29,Summarizing_Reading,Advanced,4,FALSE,12.03,3,Allowed_With_Citation,6,2.976,69.75,Low
147833,Medical,Sophomore,2.949,18.04,Summarizing_Reading,Advanced,1,FALSE,4.11,1,Allowed_With_Disclosure,10,4,90.75,Medium
147834,STEM,Senior,4,5.16,Copywriting/Drafting,Advanced,4,FALSE,7.26,1,Strict_Ban,3,3.213,71.48,High
147835,Humanities,Junior,3.537,16.56,Debugging/Troubleshooting,Beginner,1,FALSE,11.28,3,Strict_Ban,10,3.88,,Medium
147836,Business,Senior,3.447,1.45,Ideation,Advanced,1,FALSE,13.84,2,Allowed_With_Citation,5,3.23,69.14,High
147837,STEM,Senior,,20.82,Copywriting/Drafting,Advanced,3,FALSE,15.56,3,Allowed_With_Disclosure,6,3.308,77.79,Medium
147838,Business,Junior,2.686,15.9,Copywriting/Drafting,Advanced,1,FALSE,15.48,2,Allowed_With_Citation,9,2.885,66.79,High
147839,Medical,Junior,2.823,2.83,Copywriting/Drafting,Beginner,5,FALSE,11.28,1,Allowed_With_Citation,8,3.005,66.63,High
147840,Business,Junior,3.241,10.58,Copywriting/Drafting,Beginner,2,TRUE,15.19,4,Allowed_With_Citation,1,3.726,68.51,Low
147841,STEM,Senior,2.933,2.98,Ideation,Intermediate,2,FALSE,11.05,1,Allowed_With_Disclosure,8,3.311,75.59,High
147842,Business,Freshman,3.051,3.39,Debugging/Troubleshooting,Intermediate,2,FALSE,21.58,3,Allowed_With_Citation,10,3.415,83.29,Medium
147843,STEM,Senior,3.448,8.87,Summarizing_Reading,Intermediate,1,FALSE,,2,Allowed_With_Citation,5,3.426,84.26,High
147844,STEM,Freshman,3.577,3.81,Ideation,,1,FALSE,17.06,4,Allowed_With_Disclosure,4,3.298,74.83,Low
147845,STEM,Sophomore,3.415,13.77,Summarizing_Reading,Advanced,5,FALSE,15.22,3,Allowed_With_Citation,3,4,76.9,High
147846,Humanities,Junior,,2.86,Copywriting/Drafting,Beginner,5,TRUE,16.52,5,Allowed_With_Citation,7,3.457,69.81,Low
147847,Medical,Senior,2.135,7.46,Debugging/Troubleshooting,Beginner,1,FALSE,15.47,5,Allowed_With_Citation,5,3.485,92.59,High
147848,MEDICAL,Freshman,4,1.72,Summarizing_Reading,Advanced,3,TRUE,10.84,3,Strict_Ban,10,3.48,58.51,Medium
147849,Business,Freshman,3.527,4.87,Summarizing_Reading,Beginner,5,TRUE,9.7,4,Strict_Ban,10,3.315,75.03,Medium
147850,Business,Freshman,3.057,10.68,Summarizing_Reading,Beginner,4,FALSE,2.09,1,Allowed_With_Disclosure,5,3.512,93.98,Medium
147851,STEM,Junior,2.609,11.17,Ideation,Intermediate,4,FALSE,6.92,2,Allowed_With_Disclosure,10,3.279,86.12,Low
147852,Medical,Freshman,3.13,23.19,Copywriting/Drafting,Advanced,4,FALSE,3.85,1,Strict_Ban,5,3.519,76.93,Medium
147853,Business,Junior,2.881,13.01,Copywriting/Drafting,Beginner,3,FALSE,14.32,1,Allowed_With_Citation,4,3.242,80.51,Medium
147854,Business,Senior,3.684,16.35,Copywriting/Drafting,Advanced,4,FALSE,18.66,4,Strict_Ban,10,3.598,77.32,Medium
147855,MEDICAL,Freshman,3.472,,Debugging/Troubleshooting,Beginner,5,FALSE,15.4,1,Allowed_With_Disclosure,4,3.444,66.36,High
147856,STEM,Freshman,2.942,15.93,Copywriting/Drafting,Beginner,4,FALSE,2.07,4,Allowed_With_Disclosure,7,3.305,92.36,Medium
147857,Business,Junior,2.64,16.51,Debugging/Troubleshooting,Beginner,3,FALSE,10.37,5,Strict_Ban,1,3.329,73.22,Medium
147858,STEM,Junior,3.101,4.64,Ideation,,5,FALSE,,3,Allowed_With_Citation,2,2.914,90.47,Low
147859,Medical, Senior ,3.601,1.69,Copywriting/Drafting,Advanced,5,TRUE,11.66,5,Allowed_With_Citation,8,2.667,76.02,High
147860,Medical,Junior,3.418,0.56,Summarizing_Reading,Beginner,1,TRUE,11.86,3,Strict_Ban,10,2.784,66.25,Low
147861,Business,Senior,2.639,8.68,Ideation,Advanced,2,FALSE,14.53,3,Strict_Ban,6,3.183,82.53,Low
147862,Business,Senior,2.99,6.51,Summarizing_Reading,Intermediate,2,TRUE,22.98,3,Strict_Ban,1,2.905,48.61,Low
147863,Medical,Freshman,3.592,10.11,Summarizing_Reading,Beginner,4,FALSE,16.85,5,Allowed_With_Disclosure,1,4,83.95,High
147864,STEM,Sophomore,3.147,23.14,Debugging/Troubleshooting,Intermediate,3,FALSE,10.91,2,Allowed_With_Disclosure,6,3.233,67.64,Medium
147865,STEM,Sophomore,3.179,2.66,Ideation,Beginner,4,TRUE,15.76,4,Allowed_With_Citation,3,3.02,84.48,Low
147866,Humanities,Junior,3.956,14.23,Copywriting/Drafting,Beginner,4,FALSE,11.24,1,Allowed_With_Disclosure,6,2.591,93.06,Medium
147867,Medical,Junior,2.773,8.07,Ideation,Beginner,2,FALSE,13.12,5,Allowed_With_Disclosure,5,3.09,69.11,Low
147868,Business,Sophomore,3.65,10.47,Summarizing_Reading,Beginner,5,TRUE,15.28,3,Strict_Ban,4,2.428,,Low
147869,Medical,Senior,3.031,19.67,Copywriting/Drafting,Advanced,1,FALSE,17.25,3,Allowed_With_Citation,10,4,60.88,Medium
147870,Business,Sophomore,3.053,1.87,Debugging/Troubleshooting,Beginner,4,FALSE,13.54,4,Strict_Ban,6,3.361,79.8,Medium
147871,STEM,Senior,3.274,9.37,Summarizing_Reading,Advanced,2,TRUE,6.68,1,Strict_Ban,6,3.904,49.16,High
147872,Business,Senior,3.327,30.51,Copywriting/Drafting,Beginner,5,FALSE,17.06,4,Strict_Ban,3,3.565,89.14,Low
147873,Humanities,Junior,3.445,6.54,Summarizing_Reading,Beginner,3,TRUE,11.95,3,Allowed_With_Citation,8,2.84,66.09,Low
147874,STEM,Junior,3.136,12.3,Debugging/Troubleshooting,Intermediate,3,TRUE,11.81,3,Strict_Ban,5,4,93.62,Low
147875,Humanities,Junior,3.47,16.8,Copywriting/Drafting,Intermediate,4,FALSE,17.96,4,Allowed_With_Citation,9,2.867,98.19,High
147876,Medical,Sophomore,3.255,7.71,Debugging/Troubleshooting,Advanced,1,TRUE,7.92,5,Strict_Ban,10,3.723,79.98,High
147877,Business,Sophomore,2.98,14.41,Debugging/Troubleshooting,Intermediate,2,TRUE,12.33,4,Allowed_With_Citation,4,3.127,100,High
147878,STEM,Sophomore,2.703,19.93,Ideation,Beginner,3,FALSE,5.94,1,Allowed_With_Disclosure,4,3.444,68.86,Medium
